iteration,total_runs,obs_realization,par_realization,oname:heads.csv_otype:lst_usecol:trgw-0-13-10,oname:heads.csv_otype:lst_usecol:trgw-0-15-16,oname:heads.csv_otype:lst_usecol:trgw-0-2-15,oname:heads.csv_otype:lst_usecol:trgw-0-2-9,oname:heads.csv_otype:lst_usecol:trgw-0-21-10,oname:heads.csv_otype:lst_usecol:trgw-0-22-15,oname:heads.csv_otype:lst_usecol:trgw-0-24-4,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,oname:heads.csv_otype:lst_usecol:trgw-0-9-1
0,100,36,36,18.13,18.5893,19.8719,18.7452,18.5403,18.8637,18.947,18.694,19.2276,18.4562,18.633,18.2527,17.9481
0,100,37,37,19.1351,18.6701,18.2527,18.4833,18.7664,18.8292,18.4235,18.6571,19.0657,18.4139,18.6509,18.8658,17.9839
0,100,38,38,18.755,18.7138,18.852,17.5144,18.9749,18.8853,18.4387,18.556,19.034,17.8973,18.6251,19.3132,17.4916
0,100,39,39,18.7502,18.7884,19.0864,19.0404,18.9945,19.0316,19.2779,18.646,18.4339,18.9881,18.3385,17.9261,18.2448
0,100,40,40,17.6465,18.7871,17.6324,18.2124,18.53,19.2387,19.453,19.0323,18.7652,18.3937,18.6764,18.5879,18.7887
0,100,41,41,18.4709,19.0177,18.6789,17.3809,18.8831,18.7329,18.9418,18.5339,18.4933,17.8552,18.7028,18.6863,18.2113
0,100,42,42,18.6516,18.6392,19.8161,18.6086,18.658,18.9226,18.912,18.7621,19.2528,18.4016,18.782,19.118,17.7974
0,100,43,43,18.7043,18.7743,19.1124,18.2438,18.7036,18.8619,18.3032,18.6698,19.5645,18.0006,18.8293,19.1965,17.8418
0,100,44,44,18.6861,19.1399,18.9119,18.8256,18.988,19.1826,18.7289,18.9349,19.0398,18.5812,18.662,19.3847,18.3707
0,100,45,45,18.9856,19.0752,18.7442,18.6679,19.156,18.9371,18.8673,18.9766,18.8409,18.8845,18.7401,18.6379,19.0161
0,100,46,46,19.0364,18.7853,19.4898,18.6249,18.7954,19.0084,19.2192,18.4945,18.7826,18.7705,18.6175,19.029,18.1519
0,100,47,47,17.3499,18.7804,18.548,18.8261,18.5207,18.8173,18.6785,18.8277,19.165,18.7545,18.5809,18.6367,18.428
0,100,48,48,17.7831,18.9797,19.2866,18.3766,19.2735,18.8262,19.3931,19.2665,19.114,18.4402,19.2546,18.7153,18.653
0,100,49,49,18.137,18.6019,19.3726,18.9034,18.0338,18.9567,18.9292,18.3448,18.552,18.5862,18.3174,18.1315,18.3541
0,100,50,50,18.7361,18.9798,18.2074,18.6322,18.6066,19.0536,18.8322,18.8059,18.9749,18.6937,18.5624,18.7621,18.2231
0,100,51,51,18.5325,19.0639,17.903,18.1091,18.5204,19.0665,19.1587,18.773,18.6659,18.0613,18.4498,18.3957,17.4125
0,100,52,52,18.8239,18.9987,17.9334,19.0635,18.8163,18.6487,18.8163,18.6749,18.5116,18.9751,18.8024,19.0903,18.1378
0,100,53,53,18.738,18.4256,19.3285,18.2532,18.7177,19.0473,18.6924,18.7146,18.4319,18.4981,18.7548,19.2033,19.1561
0,100,54,54,19.0574,18.8261,17.9674,18.2987,18.8694,18.9057,18.9216,18.7785,18.3363,18.3737,18.8796,19.2578,18.5715
0,100,55,55,19.2832,18.4551,18.3259,18.7807,18.9935,19.2969,17.9499,18.6619,18.6604,18.7368,18.9095,18.9771,17.9798
0,100,56,56,18.5128,18.9199,19.0456,17.6545,18.3594,18.6834,18.0193,18.5192,18.8527,17.9679,18.7782,18.0917,17.9959
0,100,57,57,19.3014,18.5814,18.7095,18.9275,19.1221,18.8409,18.6945,18.6908,18.6948,18.5471,18.9235,18.7454,18.4912
0,100,58,58,19.6262,18.7062,18.0556,18.3919,18.8962,18.9396,18.2124,19.1989,18.6852,18.6502,18.7562,18.808,18.5664
0,100,59,59,18.6963,18.6464,19.102,19.7937,18.6062,19.0477,19.0363,18.3815,18.8662,19.8136,18.6506,19.0852,19.2386
0,100,60,60,17.9461,18.7785,18.5677,18.7402,18.6482,18.7504,18.9399,18.6748,19.0911,19.039,18.7607,17.872,18.4146
0,100,61,61,18.8891,18.822,19.6164,18.7716,18.6163,18.987,18.8994,19.103,18.7251,18.8362,18.7895,19.1865,17.9787
0,100,62,62,19.0137,18.8695,19.2566,18.9226,18.4738,18.8063,18.5857,18.4356,18.5613,18.8673,18.6476,19.2079,17.8765
0,100,63,63,18.7885,18.8254,19.7433,19.2187,18.5719,19.0361,19.4595,18.8155,18.3718,18.6631,18.5749,18.7821,18.5663
0,100,64,64,18.0371,18.8257,19.3188,18.0178,18.3088,18.7705,18.4805,18.603,19.29,18.107,18.7743,19.084,18.0863
0,100,65,65,19.6401,19.0871,18.5898,16.9284,19.2104,19.1379,18.9118,19.2447,18.6407,17.2016,18.8339,19.3971,17.1115
0,100,66,66,18.6511,18.631,19.064,18.1955,18.9858,18.9208,18.9499,18.7497,18.5806,18.0996,18.9243,19.3303,18.4914
0,100,67,67,18.6021,18.6453,18.2401,18.715,18.9246,18.8213,18.7695,18.6278,18.8343,18.7353,18.4964,18.0026,18.6492
0,100,68,68,18.785,18.5476,18.3552,18.7645,18.4564,18.9376,17.4893,18.7946,18.9108,18.7323,18.6302,18.8342,18.6038
0,100,69,69,18.0346,18.961,19.2404,18.6954,18.7587,18.6652,18.5084,18.7295,18.9387,18.6644,18.4713,18.1456,18.147
0,100,70,70,18.8162,18.5761,18.5267,18.2574,18.8556,19.1525,18.782,18.7962,19.2055,17.7534,18.9371,19.227,17.5083
0,100,71,71,18.7793,18.5291,18.5806,18.0322,18.7955,18.8506,18.9058,18.7348,18.6233,18.2345,19.2068,18.9382,18.1771
0,100,72,72,17.4996,18.6648,18.9079,17.6018,18.0577,18.7247,18.9761,18.2645,18.7523,17.7349,17.7669,18.0559,17.8703
0,100,73,73,19.0498,18.9741,18.544,18.8454,19.049,18.7687,18.7835,18.9793,18.9601,18.9408,18.834,18.8628,18.3763
0,100,74,74,18.7737,18.8821,19.2525,18.2558,18.5519,18.7443,19.0795,18.7247,18.8325,18.3589,19.1559,19.4327,18.8514
0,100,75,75,18.5287,18.8135,18.067,18.4794,18.9589,18.7941,18.4132,18.7018,19.0777,18.6127,18.6768,18.7658,17.8041
0,100,76,76,18.8612,18.8834,19.5264,18.2827,18.6788,18.8895,19.0701,18.6474,19.2614,18.3762,18.471,18.7025,17.8171
0,100,77,77,18.7155,19.1533,17.5767,19.4824,19.0334,19.1127,18.5658,18.7324,19.0584,18.9057,18.8847,19.0979,18.4845
0,100,78,78,18.7796,18.9013,18.5717,18.5782,18.6315,18.8527,18.6031,18.6105,18.8707,18.2577,18.4814,18.9911,18.0616
0,100,79,79,19.6024,19.2173,18.2853,18.9369,19.0276,18.7965,18.7206,18.8105,18.6799,18.6834,18.6545,18.4294,18.332
0,100,80,80,18.7071,18.9979,18.3476,18.3329,18.7901,19.1492,18.0596,18.9186,18.7924,18.2416,19.0535,19.6392,18.7684
0,100,81,81,19.4391,18.9751,17.5916,18.4838,19.1318,19.3836,19.3215,18.689,18.9881,18.7376,18.9815,18.7528,18.2837
0,100,82,82,19.1569,18.8301,18.6594,19.1769,18.5191,19.2294,18.9094,18.6484,18.4528,19.2489,18.6331,18.3807,18.705
0,100,83,83,18.276,18.9588,18.7147,18.4603,18.1695,18.9414,18.8918,18.1382,18.6983,18.6775,18.2051,18.4888,18.4532
0,100,84,84,19.1774,18.8318,19.2824,18.2561,19.2583,19.1426,18.4316,19.1096,18.3981,18.3835,19.0448,19.1287,18.2027
0,100,85,85,19.2539,18.9661,18.1299,18.9149,19.5895,19.0123,19.4403,19.5124,18.9341,18.9331,19.0679,19.0368,18.3234
0,100,86,86,18.8111,18.9791,18.3418,19.3193,18.7219,18.8233,18.6113,18.9626,18.8163,19.1313,18.8923,18.977,18.4974
0,100,87,87,18.8865,18.8665,17.8964,19.3624,18.916,18.6384,18.6759,19.197,19.0269,18.7788,19.2962,19.5691,19.1208
0,100,88,88,17.7819,18.6289,18.492,17.5075,18.0836,18.8894,18.625,18.6019,19.1703,17.5619,18.5176,18.0504,18.0017
0,100,89,89,18.5323,18.823,17.8529,18.2146,18.3383,18.8297,18.9095,18.7747,18.8769,18.2355,18.8059,19.2899,18.0027
0,100,90,90,18.101,19.1368,18.488,19.2558,18.5787,18.5754,18.8474,18.4026,19.2397,18.7819,18.5929,18.6655,18.1869
0,100,91,91,18.9423,18.816,18.9647,18.6992,19.2345,19.2338,18.3145,18.9486,18.9677,18.4971,19.0057,19.4202,17.465
0,100,92,92,18.4105,18.928,19.4508,18.8158,18.6299,18.8149,18.2468,18.6562,19.0226,18.904,19.0031,19.0265,18.1893
0,100,93,93,19.2728,18.6548,19.7716,18.1109,19.1752,18.9143,18.8889,18.6202,19.0749,18.1786,18.7336,18.8589,17.9975
0,100,94,94,18.6993,18.9217,17.8894,19.2714,19.6926,19.0469,19.0373,19.2672,19.5964,18.8034,19.3751,19.0377,18.7771
0,100,95,95,19.0077,18.7312,18.8596,18.0218,18.2295,18.8162,18.8627,18.4872,18.4643,18.1058,18.985,19.4466,18.5091
0,100,96,96,18.7474,18.8187,18.646,19.3192,18.1582,19.1188,18.9406,18.4335,18.5259,18.9446,18.5386,18.3969,18.4792
0,100,97,97,19.0281,19.0559,19.063,17.7345,18.6288,18.6426,18.7131,18.0106,18.4584,17.7368,18.6248,18.7673,18.0772
0,100,98,98,19.353,18.8381,17.415,18.9958,18.9749,18.9129,19.1605,18.9094,19.0435,18.6317,18.9123,19.4064,18.8606
0,100,base,base,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035,18.9035
