iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,100,243.175,2.33351,236.878,248.267,241.463,240.939,247.583,247.359,246.463,244.46,241.304,245.675,244.516,243.337,242.938,239.086,246.993,240.167,241.705,240.33,242.154,245.045,241.443,240.137,241.713,241.272,244.504,245.732,241.672,240.133,246.522,242.483,238.201,246.192,239.685,239.868,239.723,245.742,244.453,248.267,242.899,242.198,241.051,243.547,241.744,240.589,244.322,242.806,245.436,245.529,244.805,241.914,245.362,241.221,243.07,240.112,243.293,243.961,243.044,243.01,239.401,244.27,243.493,246.964,242.223,245.221,243.525,245.417,241.704,241.935,243.574,242.064,241.842,241.96,242.394,242.388,236.878,244.968,244.896,241.693,243.468,244.803,242.191,244.176,243.798,244.759,244.55,241.074,244.648,247.115,244.885,246.231,237.912,241.486,242.852,244.509,244.098,244.252,247.415,242.527,243.068,240.541,245.414,245.746
