iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,100,559.574,51.0234,245.746,648.658,559.801,548.727,609.631,546.605,565.723,552.001,508.413,585.929,611.868,634.006,596.186,567.185,570.523,562.316,564.19,579.739,541.375,617.64,497.871,530.152,560.907,577.18,578.371,565.422,595.131,622.055,611.375,581.486,563.615,621.646,560.176,536.353,538.163,626.287,545.067,561.275,524.162,505.422,548.564,537.288,517.255,541.5,594.851,628.706,596.404,524.201,602.006,620.351,538.503,542.468,539.872,610.847,571.211,567.564,521.952,461.625,518.921,592.317,516.307,517.428,523.299,523.971,629.477,638.452,597.887,552.29,568.898,529.156,529.181,543.975,567.247,545.402,546.744,484.34,566.736,548.448,549.476,552.919,577.313,472.888,632.193,527.922,632.824,593.654,633.65,591.655,529.768,535.348,575.118,529.871,532.809,562.281,489.164,595.692,531.933,614.604,648.658,527.75,544.511,245.746
